skills,major,education_level,pay,location
Machine Learning Methods,Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,California
"Big Data, Machine Learning Algorithms, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,Michigan
Artificial Intelligence,Computer Science,No Education Listed,,California
"Data Science, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,Massachusetts
"Apache Hadoop, Data Science, Apache Spark, Machine Learning",Computer Science,Bachelor's degree|Master's degree,,Kansas
Splunk,Computer Science,No Education Listed,,Washington
"Data Science, Splunk, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,Texas
Machine Learning,Computer Science,Bachelor's degree,,Virginia
"Data Science, Machine Learning, Artificial Intelligence",Computer Science,Master's degree|Ph.D. or professional degree,,Virginia
Machine Learning,Computer Science,Master's degree|Ph.D. or professional degree,,Colorado
Artificial Intelligence,Computer Science,No Education Listed,,New York
Machine Learning,Computer Science,Ph.D. or professional degree,,Massachusetts
Artificial Intelligence,Computer Science,Bachelor's degree|Master's degree,,California
Data Science,Computer Science,Ph.D. or professional degree,55000.0,Arizona
"Data Science, Machine Learning",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,Illinois
Data Science,Computer Science,Bachelor's degree|Master's degree,,California
Metadata Management,Computer Science,Bachelor's degree|Master's degree,,Illinois
Data Engineering,Computer Science,Bachelor's degree,,California
"Machine Learning Algorithms, Machine Learning",Computer Science,Master's degree,,Colorado
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,New Jersey
"Data Science, Data Engineering, Machine Learning, Artificial Intelligence",Computer Science,No Education Listed,,Texas
"Apache Hadoop, Data Science, Big Data, MLOps (Machine Learning Operations), Apache Spark, Machine Learning",Computer Science,Bachelor's degree,150800.0,Rhode Island
"Artificial Intelligence Markup Language (AIML), Big Data, Data Science, Machine Learning, Artificial Intelligence",Computer Science,No Education Listed,,Texas
Apache Spark,Computer Science,High school or GED,,Indiana
"Apache Hadoop, Apache Spark, Machine Learning",Computer Science,Bachelor's degree|Master's degree,,Arizona
Splunk,Computer Science,Bachelor's degree,,North Carolina
"Data Science, Big Data, Machine Learning",Computer Science,Bachelor's degree,,California
"Machine Learning, PyTorch (Machine Learning Library), Artificial Intelligence",Computer Science,Master's degree|Ph.D. or professional degree,,Ohio
"Data Science, Apache Spark, Machine Learning Algorithms, Machine Learning, Artificial Intelligence",Computer Science,Master's degree,,Massachusetts
"Machine Learning, PyTorch (Machine Learning Library)",Computer Science,No Education Listed,,Washington
Machine Learning Algorithms,Computer Science,Bachelor's degree|Master's degree,,California
Data Science,Computer Science,Bachelor's degree,,Texas
"Data Science, Machine Learning",Computer Science,Master's degree,,Massachusetts
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,Washington
Data Science,Computer Science,Bachelor's degree|Master's degree,,California
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,Colorado
Data Engineering,Computer Science,Bachelor's degree,,New York
Artificial Intelligence,Computer Science,Bachelor's degree,,Illinois
Machine Learning,Computer Science,No Education Listed,,New York
"Data Engineering, Machine Learning",Computer Science,Bachelor's degree,,Washington
"Machine Learning Algorithms, Machine Learning, Artificial Intelligence",Computer Science,No Education Listed,,New York
Big Data,Computer Science,No Education Listed,,Georgia
Splunk,Computer Science,Bachelor's degree,,Connecticut
"Data Science, Big Data, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,Texas
"Big Data, Machine Learning Algorithms",Computer Science,Master's degree|Ph.D. or professional degree,,Michigan
"Apache Hadoop, Apache Spark, Data Science, Machine Learning Algorithms, Machine Learning, Torch (Machine Learning)",Computer Science,Master's degree,,Florida
Apache Hadoop,Computer Science,Bachelor's degree,,Texas
"Big Data, Machine Learning",Computer Science,Bachelor's degree|Master's degree,,New York
Artificial Intelligence,Computer Science,Bachelor's degree,,Kentucky
"Data Science, Metadata",Computer Science,Bachelor's degree,,Ohio
"Data Engineering, Big Data",Computer Science,No Education Listed,,North Carolina
Artificial Intelligence,Computer Science,Bachelor's degree|Master's degree,,Washington
Machine Learning,Computer Science,Bachelor's degree,,Nebraska
"Apache Hadoop, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,Virginia
Data Science,Computer Science,Bachelor's degree,,California
"Apache Hadoop, Data Science, Apache Spark, Machine Learning Algorithms, Machine Learning",Computer Science,Bachelor's degree|Master's degree,,California
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,Florida
Artificial Intelligence,Computer Science,No Education Listed,,Massachusetts
"Apache Hadoop, Big Data, Apache Spark, Machine Learning",Computer Science,No Education Listed,,Pennsylvania
"Data Science, Machine Learning",Computer Science,No Education Listed,250000.0,Connecticut
"Apache Hadoop, Big Data, Machine Learning",Computer Science,No Education Listed,,Missouri
Machine Learning,Computer Science,No Education Listed,,Washington
"Apache Hadoop, Data Science, Big Data, Splunk, Data Engineering, Machine Learning, Artificial Intelligence",Computer Science,High school or GED|Associate degree|Bachelor's degree,,Florida
Machine Learning,Computer Science,Bachelor's degree,,New York
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,Colorado
"Data Science, Artificial Intelligence",Computer Science,Ph.D. or professional degree,,Illinois
"Data Science, Big Data, Machine Learning",Computer Science,Bachelor's degree|Master's degree,,Massachusetts
"Apache Hadoop, Big Data, Apache Spark, Machine Learning Algorithms, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,New York
"Data Science, Big Data, Machine Learning, Artificial Intelligence",Computer Science,Master's degree|Ph.D. or professional degree,,"Washington, D.C. (District of Columbia)"
"Machine Learning, Artificial Intelligence",Computer Science,No Education Listed,,California
Splunk,Computer Science,No Education Listed,,Oregon
"Apache Hadoop, Data Science, Data Engineering, Apache Spark, Machine Learning",Computer Science,No Education Listed,,New York
Artificial Intelligence,Computer Science,No Education Listed,,California
AIOps (Artificial Intelligence For IT Operations),Computer Science,Bachelor's degree,,California
Data Manipulation,Computer Science,High school or GED,35278.0,Virginia
Machine Learning,Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,Colorado
"Data Science, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,Virginia
"Apache Hadoop, Data Engineering, Apache Spark, Machine Learning, Artificial Intelligence",Computer Science,Master's degree,,California
"Data Science, Artificial Intelligence",Computer Science,No Education Listed,45000.0,California
Data Manipulation,Computer Science,Ph.D. or professional degree,79607.0,Louisiana
"Data Science, Data Engineering, Apache Spark, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,Florida
"Apache Hadoop, Data Science, Big Data, Apache Spark, Artificial Intelligence",Computer Science,Bachelor's degree,,California
Machine Learning,Computer Science,Bachelor's degree|Master's degree,,Virginia
"Data Science, Data Engineering, Apache Spark",Computer Science,No Education Listed,,California
"Azure Machine Learning, Apache Spark",Computer Science,No Education Listed,,New York
"Data Science, Machine Learning, PyTorch (Machine Learning Library)",Computer Science,No Education Listed,110000.0,Colorado
Data Manipulation,Computer Science,Bachelor's degree,,Illinois
"Data Science, Machine Learning",Computer Science,Ph.D. or professional degree,,California
"Data Science, Machine Learning Algorithms",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,Texas
"Data Science, Data Engineering, Apache Spark, Data Manipulation, Machine Learning",Computer Science,Master's degree,,Utah
"Data Science, Big Data, Apache Spark, Machine Learning",Computer Science,Bachelor's degree|Master's degree,,California
Machine Learning,Computer Science,Ph.D. or professional degree,,Oregon
"Big Data, Apache Spark",Computer Science,No Education Listed,160000.0,Nevada
"Data Science, Machine Learning Algorithms, Machine Learning, PyTorch (Machine Learning Library), Artificial Intelligence",Computer Science,No Education Listed,,Pennsylvania
Machine Learning,Computer Science,No Education Listed,,New York
Data Science,Computer Science,Bachelor's degree,,North Carolina
"Data Science, Machine Learning Algorithms",Computer Science,Bachelor's degree|Master's degree,,Texas
"Data Science, Machine Learning Algorithms",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,West Virginia
Machine Learning,Computer Science,Bachelor's degree,,Massachusetts
Machine Learning,Computer Science,Bachelor's degree,,Texas
"Data Science, Machine Learning Algorithms",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,Iowa
"Data Science, Machine Learning",Computer Science,No Education Listed,,California
Metadata,Computer Science,No Education Listed,,Ohio
Metadata,Computer Science,No Education Listed,,Michigan
"Data Engineering, Apache Spark, Machine Learning",Computer Science,Bachelor's degree,,Pennsylvania
Machine Learning,Computer Science,Master's degree,,North Carolina
Data Science,Computer Science,Bachelor's degree,,Kentucky
"Apache Hadoop, MapR (Big Data), Data Science, Big Data, Machine Learning",Computer Science,Ph.D. or professional degree,,Georgia
"Applications Of Artificial Intelligence, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,California
Data Science,Computer Science,Bachelor's degree|Master's degree,,Arizona
"Apache Hadoop, Apache Spark, Data Science, Machine Learning Algorithms, Machine Learning",Computer Science,Bachelor's degree,,Pennsylvania
Big Data,Computer Science,High school or GED|Ph.D. or professional degree,,Pennsylvania
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,Virginia
"Data Science, Big Data, Machine Learning",Computer Science,Master's degree,,New York
Machine Learning,Computer Science,No Education Listed,,Illinois
"Data Science, Data Engineering, Metadata",Computer Science,Bachelor's degree,87500.0,Florida
Artificial Intelligence,Computer Science,Bachelor's degree,,California
Metadata,Computer Science,Bachelor's degree|Master's degree,,Pennsylvania
"Machine Learning Algorithms, Machine Learning, PyTorch (Machine Learning Library)",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,135000.0,Massachusetts
"Data Science, Big Data, Artificial Intelligence",Computer Science,No Education Listed,,Minnesota
"Data Science, Machine Learning Algorithms, Machine Learning, Artificial Intelligence",Computer Science,Master's degree,,Arizona
Data Science,Computer Science,Bachelor's degree,,Texas
"Apache Hadoop, Big Data, Data Engineering, Apache Spark",Computer Science,No Education Listed,,Arkansas
